Type,Coordinates,Lat,Lon
Read to Grow BFK Family,"41.48124,-73.0573",41.48124,-73.0573
Read to Grow BFK Family,"41.5748487,-73.0244246",41.5748487,-73.0244246
Read to Grow BFK Family,"41.36639,-72.1122",41.36639,-72.1122
Read to Grow BFK Family,"41.3311169,-73.1996503",41.3311169,-73.1996503
Read to Grow BFK Family,"41.12713,-73.2494",41.12713,-73.2494
Read to Grow BFK Family,"41.1768,-73.2015",41.1768,-73.2015
Read to Grow BFK Family,"41.6897539,-72.6550857",41.6897539,-72.6550857
Read to Grow BFK Family,"41.7418558,-72.6780033",41.7418558,-72.6780033
Read to Grow BFK Family,"41.7788888,-72.6840253",41.7788888,-72.6840253
Read to Grow BFK Family,"41.56999,-73.0431",41.56999,-73.0431
Read to Grow BFK Family,"41.514,-72.0867",41.514,-72.0867
Read to Grow BFK Family,"41.1950887,-73.1969848",41.1950887,-73.1969848
Read to Grow BFK Family,"41.31642,-72.8485",41.31642,-72.8485
Read to Grow BFK Family,"41.77009,-72.7434",41.77009,-72.7434
Read to Grow BFK Family,"41.38063,-72.8342",41.38063,-72.8342
Read to Grow BFK Family,"41.45755,-72.3797",41.45755,-72.3797
Read to Grow BFK Family,"41.21973,-73.0221",41.21973,-73.0221
Read to Grow BFK Family,"41.21472,-73.0145",41.21472,-73.0145
Read to Grow BFK Family,"41.5657332,-72.7817399",41.5657332,-72.7817399
Read to Grow BFK Family,"41.46909,-72.9613",41.46909,-72.9613
Read to Grow BFK Family,"41.2981949,-72.9382627",41.2981949,-72.9382627
Read to Grow BFK Family,"41.39791,-73.3402",41.39791,-73.3402
Read to Grow BFK Family,"41.5457288,-72.1301747",41.5457288,-72.1301747
Read to Grow BFK Family,"41.39899,-73.4522",41.39899,-73.4522
Read to Grow BFK Family,"41.877293,-72.6444743",41.877293,-72.6444743
Read to Grow BFK Family,"41.6006281,-72.6571096",41.6006281,-72.6571096
Read to Grow BFK Family,"41.5332671,-72.8140689",41.5332671,-72.8140689
Read to Grow BFK Family,"41.64405,-72.6513",41.64405,-72.6513
Read to Grow BFK Family,"41.8135472,-72.7326768",41.8135472,-72.7326768
Read to Grow BFK Family,"41.715856,-72.6656996",41.715856,-72.6656996
Read to Grow BFK Family,"41.6854577,-72.4719568",41.6854577,-72.4719568
Read to Grow BFK Family,"41.9958688,-72.4283112",41.9958688,-72.4283112
Read to Grow BFK Family,"41.4691581,-72.8309984",41.4691581,-72.8309984
Read to Grow BFK Family,"41.9966006,-72.5891115",41.9966006,-72.5891115
Read to Grow BFK Family,"41.4265755,-72.0693171",41.4265755,-72.0693171
Read to Grow BFK Family,"41.1223413,-73.3842201",41.1223413,-73.3842201
Read to Grow BFK Family,"41.8779865,-72.0842192",41.8779865,-72.0842192
Read to Grow BFK Family,"41.320363,-72.8346457",41.320363,-72.8346457
Read to Grow BFK Family,"41.34717,-73.0778",41.34717,-73.0778
Read to Grow BFK Family,"41.3249678,-73.0926983",41.3249678,-73.0926983
Read to Grow BFK Family,"41.79878,-71.8967",41.79878,-71.8967
Read to Grow BFK Family,"41.32814,-72.9504",41.32814,-72.9504
Read to Grow BFK Family,"41.2825932,-72.4494581",41.2825932,-72.4494581
Read to Grow BFK Family,"41.4306925,-71.9844099",41.4306925,-71.9844099
Read to Grow BFK Family,"41.1965223,-73.2057793",41.1965223,-73.2057793
Read to Grow BFK Family,"41.58687,-73.0255",41.58687,-73.0255
Read to Grow BFK Family,"41.0456231,-73.5359785",41.0456231,-73.5359785
Read to Grow BFK Family,"41.34616,-72.934",41.34616,-72.934
Read to Grow BFK Family,"41.3108441,-72.9527281",41.3108441,-72.9527281
Read to Grow BFK Family,"41.17818,-73.1665",41.17818,-73.1665
Read to Grow BFK Family,"41.80972,-72.5753",41.80972,-72.5753
Read to Grow BFK Family,"41.82299,-72.5811",41.82299,-72.5811
Read to Grow BFK Family,"41.3004404,-72.8873084",41.3004404,-72.8873084
Read to Grow BFK Family,"41.6702501,-72.8733576",41.6702501,-72.8733576
Read to Grow BFK Family,"41.3197157,-73.1985095",41.3197157,-73.1985095
Read to Grow BFK Family,"41.80215,-72.7502",41.80215,-72.7502
Read to Grow BFK Family,"41.7304518,-72.6799255",41.7304518,-72.6799255
Read to Grow BFK Family,"41.6929,-72.4919",41.6929,-72.4919
Read to Grow BFK Family,"41.25693,-72.9615",41.25693,-72.9615
Read to Grow BFK Family,"41.7923,-71.882",41.7923,-71.882
Read to Grow BFK Family,"41.2890523,-72.9348771",41.2890523,-72.9348771
Read to Grow BFK Family,"41.6774558,-72.7791766",41.6774558,-72.7791766
Read to Grow BFK Family,"41.29662,-72.4315",41.29662,-72.4315
Read to Grow BFK Family,"41.7352,-72.6765",41.7352,-72.6765
Read to Grow BFK Family,"41.3492,-72.1649",41.3492,-72.1649
Read to Grow BFK Family,"41.2462278,-72.8681758",41.2462278,-72.8681758
Read to Grow BFK Family,"41.59028,-72.2989",41.59028,-72.2989
Read to Grow BFK Family,"41.9764456,-72.4186281",41.9764456,-72.4186281
Read to Grow BFK Family,"41.5355552,-73.0502356",41.5355552,-73.0502356
Read to Grow BFK Family,"41.7255424,-72.7171098",41.7255424,-72.7171098
Read to Grow BFK Family,"41.76,-72.6855",41.76,-72.6855
Read to Grow BFK Family,"41.6149,-73.141",41.6149,-73.141
Read to Grow BFK Family,"41.2116,-73.2126",41.2116,-73.2126
Read to Grow BFK Family,"41.9281444,-71.8963899",41.9281444,-71.8963899
Read to Grow BFK Family,"41.36281,-72.8283",41.36281,-72.8283
Read to Grow BFK Family,"41.78581,-72.3331",41.78581,-72.3331
Read to Grow BFK Family,"41.54076,-72.6604",41.54076,-72.6604
Read to Grow BFK Family,"41.657573,-72.7455604",41.657573,-72.7455604
Read to Grow BFK Family,"41.3521528,-72.9506148",41.3521528,-72.9506148
Read to Grow BFK Family,"41.43581,-73.227",41.43581,-73.227
Read to Grow BFK Family,"41.81676,-72.576",41.81676,-72.576
Read to Grow BFK Family,"41.0477386,-73.5488531",41.0477386,-73.5488531
Read to Grow BFK Family,"41.7307551,-72.7676184",41.7307551,-72.7676184
Read to Grow BFK Family,"41.2281461,-73.1970293",41.2281461,-73.1970293
Read to Grow BFK Family,"41.29321,-72.8894",41.29321,-72.8894
Read to Grow BFK Family,"41.3076751,-72.8279205",41.3076751,-72.8279205
Read to Grow BFK Family,"41.1714,-73.1985",41.1714,-73.1985
Read to Grow BFK Family,"41.81997,-72.6012",41.81997,-72.6012
Read to Grow BFK Family,"41.60061,-71.9813",41.60061,-71.9813
Read to Grow BFK Family,"41.3965629,-73.4422374",41.3965629,-73.4422374
Read to Grow BFK Family,"41.74166,-72.7881",41.74166,-72.7881
Read to Grow BFK Family,"41.8137383,-73.1178705",41.8137383,-73.1178705
Read to Grow BFK Family,"41.52938,-73.0173",41.52938,-73.0173
Read to Grow BFK Family,"41.35484,-72.0527",41.35484,-72.0527
Read to Grow BFK Family,"41.17553,-73.1366",41.17553,-73.1366
Read to Grow BFK Family,"41.3066581,-72.9325379",41.3066581,-72.9325379
Read to Grow BFK Family,"41.39868,-73.3929",41.39868,-73.3929
Read to Grow BFK Family,"41.4462848,-72.8140946",41.4462848,-72.8140946
Read to Grow BFK Family,"41.35427,-72.9411",41.35427,-72.9411
Read to Grow BFK Family,"41.80741,-72.6965",41.80741,-72.6965
Read to Grow BFK Family,"41.67901,-71.9168",41.67901,-71.9168
Read to Grow BFK Family,"41.11608,-73.4263",41.11608,-73.4263
Read to Grow BFK Family,"41.661425,-72.6764047",41.661425,-72.6764047
Read to Grow BFK Family,"41.40021,-73.0581",41.40021,-73.0581
Read to Grow BFK Family,"41.8534233,-72.6551163",41.8534233,-72.6551163
Read to Grow BFK Family,"41.8534233,-72.6551163",41.8534233,-72.6551163
Read to Grow BFK Family,"41.7424531,-72.6297329",41.7424531,-72.6297329
Read to Grow BFK Family,"41.26561,-72.8187",41.26561,-72.8187
Read to Grow BFK Family,"41.784265,-72.5104089",41.784265,-72.5104089
Read to Grow BFK Family,"41.5472,-73.0458",41.5472,-73.0458
Read to Grow BFK Family,"41.61405,-71.9773",41.61405,-71.9773
Read to Grow BFK Family,"41.2606698,-72.7973048",41.2606698,-72.7973048
Read to Grow BFK Family,"41.2186364,-73.2182725",41.2186364,-73.2182725
Read to Grow BFK Family,"41.3498748,-72.9391954",41.3498748,-72.9391954
Read to Grow BFK Family,"41.4217166,-72.8277563",41.4217166,-72.8277563
Read to Grow BFK Family,"41.7840534,-72.6896804",41.7840534,-72.6896804
Read to Grow BFK Family,"41.5840711,-73.032941",41.5840711,-73.032941
Read to Grow BFK Family,"41.3349737,-72.9693011",41.3349737,-72.9693011
Read to Grow BFK Family,"41.7212724,-72.9798695",41.7212724,-72.9798695
Read to Grow BFK Family,"41.7588,-72.7279",41.7588,-72.7279
Read to Grow BFK Family,"41.17683,-73.2177",41.17683,-73.2177
Read to Grow BFK Family,"41.5797859,-71.9502992",41.5797859,-71.9502992
Read to Grow BFK Family,"41.6482413,-72.7829024",41.6482413,-72.7829024
Read to Grow BFK Family,"41.0973112,-73.5537919",41.0973112,-73.5537919
Read to Grow BFK Family,"41.5851966,-73.0611276",41.5851966,-73.0611276
Read to Grow BFK Family,"41.2787152,-72.5707357",41.2787152,-72.5707357
Read to Grow BFK Family,"41.57297,-72.36",41.57297,-72.36
Read to Grow BFK Family,"41.54903,-73.0544",41.54903,-73.0544
Read to Grow BFK Family,"41.32275,-72.8735",41.32275,-72.8735
Read to Grow BFK Family,"41.3355567,-73.2775313",41.3355567,-73.2775313
Read to Grow BFK Family,"41.11989,-73.5286",41.11989,-73.5286
Read to Grow BFK Family,"41.2021222,-73.0379047",41.2021222,-73.0379047
Read to Grow BFK Family,"41.3852937,-72.9129169",41.3852937,-72.9129169
Read to Grow BFK Family,"41.2862974,-72.89062",41.2862974,-72.89062
Read to Grow BFK Family,"41.08941,-73.4186",41.08941,-73.4186
Read to Grow BFK Family,"41.1368575,-73.2708699",41.1368575,-73.2708699
Read to Grow BFK Family,"41.7981994,-73.1315956",41.7981994,-73.1315956
Read to Grow BFK Family,"41.28129,-72.8288",41.28129,-72.8288
Read to Grow BFK Family,"41.5409535,-72.7990761",41.5409535,-72.7990761
Read to Grow BFK Family,"41.3107,-72.9505",41.3107,-72.9505
Read to Grow BFK Family,"41.3107,-72.9505",41.3107,-72.9505
Read to Grow BFK Family,"41.834005,-72.736769",41.834005,-72.736769
Read to Grow BFK Family,"41.22111,-73.0276",41.22111,-73.0276
Read to Grow BFK Family,"41.19058,-73.2061",41.19058,-73.2061
Read to Grow BFK Family,"41.56958,-73.0261",41.56958,-73.0261
Read to Grow BFK Family,"42.01202,-71.8913",42.01202,-71.8913
Read to Grow BFK Family,"41.7599513,-72.6890486",41.7599513,-72.6890486
Read to Grow BFK Family,"41.5933429,-73.0152122",41.5933429,-73.0152122
Read to Grow BFK Family,"41.58459,-73.1075",41.58459,-73.1075
Read to Grow BFK Family,"41.19234,-73.2075",41.19234,-73.2075
Read to Grow BFK Family,"41.55475,-72.79",41.55475,-72.79
Read to Grow BFK Family,"41.3052947,-72.9002826",41.3052947,-72.9002826
Read to Grow BFK Family,"41.16454,-73.2218",41.16454,-73.2218
Read to Grow BFK Family,"41.4810032,-72.2025664",41.4810032,-72.2025664
Read to Grow BFK Family,"41.6866,-72.7965",41.6866,-72.7965
Read to Grow BFK Family,"41.30908,-72.9395",41.30908,-72.9395
Read to Grow BFK Family,"41.28299,-72.9739",41.28299,-72.9739
Read to Grow BFK Family,"41.7894819,-72.4944124",41.7894819,-72.4944124
Read to Grow BFK Family,"41.63857,-72.9725",41.63857,-72.9725
Read to Grow BFK Family,"41.11323,-73.418",41.11323,-73.418
Read to Grow BFK Family,"41.29573,-72.5412",41.29573,-72.5412
Read to Grow BFK Family,"41.7574962,-72.7116096",41.7574962,-72.7116096
Read to Grow BFK Family,"41.25954,-72.8482",41.25954,-72.8482
Read to Grow BFK Family,"41.4755954,-72.087206",41.4755954,-72.087206
Read to Grow BFK Family,"41.08967,-73.4334",41.08967,-73.4334
Read to Grow BFK Family,"41.1143622,-73.4175209",41.1143622,-73.4175209
Read to Grow BFK Family,"41.3169583,-72.8980466",41.3169583,-72.8980466
Read to Grow BFK Family,"41.12889,-73.4028",41.12889,-73.4028
Read to Grow BFK Family,"41.3714935,-72.9231943",41.3714935,-72.9231943
Read to Grow BFK Family,"41.8541328,-72.7353492",41.8541328,-72.7353492
Read to Grow BFK Family,"41.44367,-73.3858",41.44367,-73.3858
Read to Grow BFK Family,"42.00427,-71.8439",42.00427,-71.8439
Read to Grow BFK Family,"41.2911373,-72.7674174",41.2911373,-72.7674174
Read to Grow BFK Family,"41.3034711,-73.249838",41.3034711,-73.249838
Read to Grow BFK Family,"41.7422913,-72.6839331",41.7422913,-72.6839331
Read to Grow BFK Family,"41.32396,-72.867",41.32396,-72.867
Read to Grow BFK Family,"41.79123,-72.7645",41.79123,-72.7645
Read to Grow BFK Family,"41.9205388,-71.8981003",41.9205388,-71.8981003
Read to Grow BFK Family,"41.7947658,-71.8953246",41.7947658,-71.8953246
Read to Grow BFK Family,"41.3050121,-72.8952913",41.3050121,-72.8952913
Read to Grow BFK Family,"41.38303,-71.8404",41.38303,-71.8404
Read to Grow BFK Family,"41.04891,-73.5208",41.04891,-73.5208
Read to Grow BFK Family,"41.63032,-72.9451",41.63032,-72.9451
Read to Grow BFK Family,"41.2864107,-72.9473254",41.2864107,-72.9473254
Read to Grow BFK Family,"41.5484233,-72.0970321",41.5484233,-72.0970321
Read to Grow BFK Family,"41.7621877,-72.6876445",41.7621877,-72.6876445
Read to Grow BFK Family,"41.19908,-73.152",41.19908,-73.152
Read to Grow BFK Family,"41.32646,-72.8506",41.32646,-72.8506
Read to Grow BFK Family,"41.32614,-72.8561",41.32614,-72.8561
Read to Grow BFK Family,"41.3266014,-72.8509681",41.3266014,-72.8509681
Read to Grow BFK Family,"41.2789902,-73.1147072",41.2789902,-73.1147072
Read to Grow BFK Family,"41.7650317,-72.5818786",41.7650317,-72.5818786
Read to Grow BFK Family,"41.17408,-73.1688",41.17408,-73.1688
Read to Grow BFK Family,"41.7600358,-72.5307195",41.7600358,-72.5307195
Read to Grow BFK Family,"41.2871943,-72.9972709",41.2871943,-72.9972709
Read to Grow BFK Family,"41.33424,-72.8679",41.33424,-72.8679
Read to Grow BFK Family,"41.59284,-72.7037",41.59284,-72.7037
Read to Grow BFK Family,"41.29658,-72.9314",41.29658,-72.9314
Read to Grow BFK Family,"41.7364433,-72.5808371",41.7364433,-72.5808371
Read to Grow BFK Family,"41.9483039,-72.8976215",41.9483039,-72.8976215
Read to Grow BFK Family,"41.3427352,-73.0735838",41.3427352,-73.0735838
Read to Grow BFK Family,"41.3261334,-72.8704803",41.3261334,-72.8704803
Read to Grow BFK Family,"41.06416,-73.539",41.06416,-73.539
Read to Grow BFK Family,"41.75834,-72.4689",41.75834,-72.4689
Read to Grow BFK Family,"41.0535202,-73.519221",41.0535202,-73.519221
Read to Grow BFK Family,"41.7599432,-72.7283495",41.7599432,-72.7283495
Read to Grow BFK Family,"41.2070863,-73.1241876",41.2070863,-73.1241876
Read to Grow BFK Family,"41.0641747,-73.5402036",41.0641747,-73.5402036
Read to Grow BFK Family,"41.53794,-73.048",41.53794,-73.048
Read to Grow BFK Family,"41.53802,-73.0479",41.53802,-73.0479
Read to Grow BFK Family,"41.7533931,-72.707661",41.7533931,-72.707661
Read to Grow BFK Family,"41.42038,-72.2576",41.42038,-72.2576
Read to Grow BFK Family,"41.2789515,-72.8926853",41.2789515,-72.8926853
Read to Grow BFK Family,"41.27899,-72.8927",41.27899,-72.8927
Read to Grow BFK Family,"41.62307,-73.3682",41.62307,-73.3682
Read to Grow BFK Family,"41.3708389,-72.6385898",41.3708389,-72.6385898
Read to Grow BFK Family,"41.3190868,-72.9261992",41.3190868,-72.9261992
Read to Grow BFK Family,"41.2761216,-72.976013",41.2761216,-72.976013
Read to Grow BFK Family,"41.71126,-72.6862",41.71126,-72.6862
Read to Grow BFK Family,"41.62462,-72.5866",41.62462,-72.5866
Read to Grow BFK Family,"41.0522728,-73.5521769",41.0522728,-73.5521769
Read to Grow BFK Family,"41.7452154,-72.6945551",41.7452154,-72.6945551
Read to Grow BFK Family,"41.5862,-73.0573",41.5862,-73.0573
Read to Grow BFK Family,"41.7776768,-72.5310795",41.7776768,-72.5310795
Read to Grow BFK Family,"41.56651,-72.6599",41.56651,-72.6599
Read to Grow BFK Family,"41.05169,-73.5183",41.05169,-73.5183
Read to Grow BFK Family,"41.75641,-72.6896",41.75641,-72.6896
Read to Grow BFK Family,"41.7895768,-72.678647",41.7895768,-72.678647
Read to Grow BFK Family,"41.73392,-72.679",41.73392,-72.679
Read to Grow BFK Family,"41.7338323,-72.6791184",41.7338323,-72.6791184
Read to Grow BFK Family,"41.1203,-73.3459",41.1203,-73.3459
Read to Grow BFK Family,"41.509618,-72.120742",41.509618,-72.120742
Read to Grow BFK Family,"41.7520794,-72.6854334",41.7520794,-72.6854334
Read to Grow BFK Family,"41.78967,-72.5363",41.78967,-72.5363
Read to Grow BFK Family,"41.53166,-72.0943",41.53166,-72.0943
Read to Grow BFK Family,"41.7870826,-72.4451705",41.7870826,-72.4451705
Read to Grow BFK Family,"41.67514,-72.9135",41.67514,-72.9135
Read to Grow BFK Family,"41.74398,-72.6835",41.74398,-72.6835
Read to Grow BFK Family,"41.3997481,-73.4687414",41.3997481,-73.4687414
Read to Grow BFK Family,"41.7673399,-72.5199723",41.7673399,-72.5199723
Read to Grow BFK Family,"41.76791,-72.6805",41.76791,-72.6805
Read to Grow BFK Family,"41.29151,-72.9654",41.29151,-72.9654
Read to Grow BFK Family,"41.9024673,-72.8431662",41.9024673,-72.8431662
Read to Grow BFK Family,"41.97418,-72.5284",41.97418,-72.5284
Read to Grow BFK Family,"41.5547037,-72.6403737",41.5547037,-72.6403737
Read to Grow BFK Family,"41.7191198,-71.8770495",41.7191198,-71.8770495
Read to Grow BFK Family,"41.09611,-73.5207",41.09611,-73.5207
Read to Grow BFK Family,"41.5627124,-73.080863",41.5627124,-73.080863
Read to Grow BFK Family,"41.9881707,-72.553746",41.9881707,-72.553746
Read to Grow BFK Family,"41.63035,-72.9227",41.63035,-72.9227
Read to Grow BFK Family,"41.69869,-72.4933",41.69869,-72.4933
Read to Grow BFK Family,"41.8388937,-72.7323176",41.8388937,-72.7323176
Read to Grow BFK Family,"41.40683,-72.9249",41.40683,-72.9249
Read to Grow BFK Family,"41.6636898,-72.8656316",41.6636898,-72.8656316
Read to Grow BFK Family,"41.3631426,-72.106068",41.3631426,-72.106068
Read to Grow BFK Family,"41.92198,-73.0763",41.92198,-73.0763
Read to Grow BFK Family,"41.27046,-73.2555",41.27046,-73.2555
Read to Grow BFK Family,"41.0531911,-73.524543",41.0531911,-73.524543
Read to Grow BFK Family,"41.9774043,-72.738897",41.9774043,-72.738897
Read to Grow BFK Family,"41.19845,-73.1758",41.19845,-73.1758
Read to Grow BFK Family,"41.15208,-73.4274",41.15208,-73.4274
Read to Grow BFK Family,"41.2005832,-73.1997076",41.2005832,-73.1997076
Read to Grow BFK Family,"41.7617386,-72.6881518",41.7617386,-72.6881518
Read to Grow BFK Family,"41.5390508,-72.9870549",41.5390508,-72.9870549
Read to Grow BFK Family,"41.1805,-73.1781",41.1805,-73.1781
Read to Grow BFK Family,"41.75118,-72.699",41.75118,-72.699
Read to Grow BFK Family,"41.34805,-72.9391",41.34805,-72.9391
Read to Grow BFK Family,"41.7689458,-72.5134856",41.7689458,-72.5134856
Read to Grow BFK Family,"41.3144164,-72.8931587",41.3144164,-72.8931587
Read to Grow BFK Family,"41.2898,-72.9356",41.2898,-72.9356
Read to Grow BFK Family,"41.707,-71.8705",41.707,-71.8705
Read to Grow BFK Family,"41.7834,-72.5232",41.7834,-72.5232
Read to Grow BFK Family,"41.73591,-72.6778",41.73591,-72.6778
Read to Grow BFK Family,"41.75798,-72.7038",41.75798,-72.7038
Read to Grow BFK Family,"41.95801,-72.6002",41.95801,-72.6002
Read to Grow BFK Family,"41.50124,-73.0414507",41.50124,-73.0414507
Read to Grow BFK Family,"41.6659883,-72.8890977",41.6659883,-72.8890977
Read to Grow BFK Family,"41.37087,-73.1593",41.37087,-73.1593
Read to Grow BFK Family,"41.78261,-72.6745",41.78261,-72.6745
Read to Grow BFK Family,"41.3212618,-72.9490631",41.3212618,-72.9490631
Read to Grow BFK Family,"41.4611,-72.8757",41.4611,-72.8757
Read to Grow BFK Family,"41.6915318,-72.9416726",41.6915318,-72.9416726
Read to Grow BFK Family,"41.2125628,-73.1943814",41.2125628,-73.1943814
Read to Grow BFK Family,"41.1950061,-73.1523483",41.1950061,-73.1523483
Read to Grow BFK Family,"41.6915685,-72.7993044",41.6915685,-72.7993044
Read to Grow BFK Family,"41.5227182,-73.0326807",41.5227182,-73.0326807
Read to Grow BFK Family,"41.73667,-72.7384",41.73667,-72.7384
Read to Grow BFK Family,"41.3567526,-72.9112428",41.3567526,-72.9112428
Read to Grow BFK Family,"41.73656,-72.6846",41.73656,-72.6846
Read to Grow BFK Family,"41.3378252,-73.0721864",41.3378252,-73.0721864
Read to Grow BFK Family,"41.7762124,-72.6760183",41.7762124,-72.6760183
Read to Grow BFK Family,"41.356969,-72.9098786",41.356969,-72.9098786
Read to Grow BFK Family,"41.75674,-72.7382",41.75674,-72.7382
Read to Grow BFK Family,"41.6732575,-73.113942",41.6732575,-73.113942
Read to Grow BFK Family,"41.7270286,-72.7328185",41.7270286,-72.7328185
Read to Grow BFK Family,"41.3723032,-72.1124688",41.3723032,-72.1124688
Read to Grow BFK Family,"41.31981,-73.3097",41.31981,-73.3097
Read to Grow BFK Family,"41.9271829,-73.0631942",41.9271829,-73.0631942
Read to Grow BFK Family,"41.187937,-73.1605294",41.187937,-73.1605294
Read to Grow BFK Family,"41.69023,-71.9333",41.69023,-71.9333
Read to Grow BFK Family,"41.60645,-72.5056",41.60645,-72.5056
Read to Grow BFK Family,"41.45557,-72.1593",41.45557,-72.1593
Read to Grow BFK Family,"42.0199529,-72.5955583",42.0199529,-72.5955583
Read to Grow BFK Family,"41.7867319,-72.6751189",41.7867319,-72.6751189
Read to Grow BFK Family,"41.67195,-72.8639",41.67195,-72.8639
Read to Grow BFK Family,"41.6866074,-72.8725378",41.6866074,-72.8725378
Read to Grow BFK Family,"41.77714,-72.7373",41.77714,-72.7373
Read to Grow BFK Family,"41.31299,-72.9382",41.31299,-72.9382
Read to Grow BFK Family,"41.51282,-72.0837",41.51282,-72.0837
Read to Grow BFK Family,"41.39233,-73.0622",41.39233,-73.0622
Read to Grow BFK Family,"41.9179953,-71.8942807",41.9179953,-71.8942807
Read to Grow BFK Family,"41.57002,-72.307",41.57002,-72.307
Read to Grow BFK Family,"42.34824,-71.2453",42.34824,-71.2453
Read to Grow BFK Family,"41.27806,-72.7868",41.27806,-72.7868
Read to Grow BFK Family,"41.1064763,-73.4068424",41.1064763,-73.4068424
Read to Grow BFK Family,"41.7841,-71.808",41.7841,-71.808
Read to Grow BFK Family,"41.9184341,-73.0711258",41.9184341,-73.0711258
Read to Grow BFK Family,"41.3908962,-73.0720035",41.3908962,-73.0720035
Read to Grow BFK Family,"41.14978,-73.398",41.14978,-73.398
Read to Grow BFK Family,"41.7453405,-72.6775942",41.7453405,-72.6775942
Read to Grow BFK Family,"41.6698743,-72.7570717",41.6698743,-72.7570717
Read to Grow BFK Family,"41.24197,-72.9927",41.24197,-72.9927
Read to Grow BFK Family,"41.826257,-71.878926",41.826257,-71.878926
Read to Grow BFK Family,"41.51617,-72.8409",41.51617,-72.8409
Read to Grow BFK Family,"41.7971398,-73.110698",41.7971398,-73.110698
Read to Grow BFK Family,"41.66977,-73.0742",41.66977,-73.0742
Read to Grow BFK Family,"41.5428932,-73.0303762",41.5428932,-73.0303762
Read to Grow BFK Family,"41.7975017,-72.7033242",41.7975017,-72.7033242
Read to Grow BFK Family,"41.93156,-73.0757",41.93156,-73.0757
Read to Grow BFK Family,"41.2513124,-72.8723402",41.2513124,-72.8723402
Read to Grow BFK Family,"41.51977,-72.8456",41.51977,-72.8456
Read to Grow BFK Family,"41.83964,-72.6915",41.83964,-72.6915
Read to Grow BFK Family,"41.56686,-72.6695",41.56686,-72.6695
Read to Grow BFK Family,"41.7572509,-72.7053949",41.7572509,-72.7053949
Read to Grow BFK Family,"41.75678,-72.6894",41.75678,-72.6894
Read to Grow BFK Family,"41.8640242,-73.0662664",41.8640242,-73.0662664
Read to Grow BFK Family,"41.8120386,-72.7723816",41.8120386,-72.7723816
Read to Grow BFK Family,"41.80307,-72.3882",41.80307,-72.3882
Read to Grow BFK Family,"41.2611831,-72.9443717",41.2611831,-72.9443717
Read to Grow BFK Family,"41.3777044,-72.860309",41.3777044,-72.860309
Read to Grow BFK Family,"41.53328,-73.0462",41.53328,-73.0462
Read to Grow BFK Family,"41.77435,-72.5137",41.77435,-72.5137
Read to Grow BFK Family,"41.20627,-73.1807",41.20627,-73.1807
Read to Grow BFK Family,"41.57698,-73.0432",41.57698,-73.0432
Read to Grow BFK Family,"41.68217,-72.8073",41.68217,-72.8073
Read to Grow BFK Family,"41.90712,-71.8766",41.90712,-71.8766
Read to Grow BFK Family,"41.85245,-71.8793",41.85245,-71.8793
Read to Grow BFK Family,"41.33371,-72.9314",41.33371,-72.9314
Read to Grow BFK Family,"41.7349069,-72.6783257",41.7349069,-72.6783257
Read to Grow BFK Family,"41.567872,-72.6811507",41.567872,-72.6811507
Read to Grow BFK Family,"41.7905858,-72.6798944",41.7905858,-72.6798944
Read to Grow BFK Family,"41.7571105,-72.7059641",41.7571105,-72.7059641
Read to Grow BFK Family,"41.19747,-73.1963",41.19747,-73.1963
Read to Grow BFK Family,"41.8050748,-72.5136013",41.8050748,-72.5136013
Read to Grow BFK Family,"41.74674,-72.6871",41.74674,-72.6871
Read to Grow BFK Family,"41.7786993,-72.7010895",41.7786993,-72.7010895
Read to Grow BFK Family,"41.9412368,-72.602893",41.9412368,-72.602893
Read to Grow BFK Family,"41.7429816,-72.6806269",41.7429816,-72.6806269
Read to Grow BFK Family,"41.7442122,-72.700258",41.7442122,-72.700258
Read to Grow BFK Family,"41.82444,-72.3639",41.82444,-72.3639
Read to Grow BFK Family,"41.24199,-73.0612",41.24199,-73.0612
Read to Grow BFK Family,"41.403626,-72.8706689",41.403626,-72.8706689
Read to Grow BFK Family,"41.60752,-72.891",41.60752,-72.891
Read to Grow BFK Family,"41.30774,-72.9512",41.30774,-72.9512
Read to Grow BFK Family,"41.3854125,-72.9050079",41.3854125,-72.9050079
Read to Grow BFK Family,"41.76649,-72.6736",41.76649,-72.6736
Read to Grow BFK Family,"41.30677,-73.1173",41.30677,-73.1173
Read to Grow BFK Family,"42.0203,-72.596",42.0203,-72.596
Read to Grow BFK Family,"41.55416,-72.9972",41.55416,-72.9972
Read to Grow BFK Family,"41.27967,-72.8235",41.27967,-72.8235
Read to Grow BFK Family,"41.92894,-71.9247",41.92894,-71.9247
Read to Grow BFK Family,"41.8696083,-71.8816399",41.8696083,-71.8816399
Read to Grow BFK Family,"41.99604,-72.5995",41.99604,-72.5995
Read to Grow BFK Family,"41.41932,-73.4057",41.41932,-73.4057
Read to Grow BFK Family,"41.77985,-72.5741",41.77985,-72.5741
Read to Grow BFK Family,"41.75315,-72.6947",41.75315,-72.6947
Read to Grow BFK Family,"41.35341,-72.8987",41.35341,-72.8987
Read to Grow BFK Family,"41.3836081,-73.4338357",41.3836081,-73.4338357
Read to Grow BFK Family,"41.85767,-72.2799",41.85767,-72.2799
Read to Grow BFK Family,"41.9814953,-71.9056059",41.9814953,-71.9056059
Read to Grow BFK Family,"41.2289352,-73.0111029",41.2289352,-73.0111029
